Sourcerecord ID,Source Title,ISSN,EISSN,Active or Inactive,Coverage,Article Language in Source (Three-Letter ISO Language Codes),Source Type,Title History Indication,Related Title 1,Other Related Title 2,Other Related Title 3,Other Related Title 4,Added to List June 2026
81557,International Journal of Thymology,09431675,,Inactive,1995-1999,ENG,Journal,,,,,,
19060,International Journal of Tissue Reactions,02500868,,Inactive,1980-2005,ENG,Journal,,,,,,
21100298063,International Journal of Tomography and Simulation,23193336,,Inactive,2014-2017,ENG,Journal,Formerly known as,International Journal of Tomography and Statistics,,,,
17700156502,International Journal of Tomography and Statistics,09729976,09737294,Inactive,2009-2013,ENG,Journal,Continued as,International Journal of Tomography and Simulation,,,,
21100798106,International Journal of Tourism Anthropology,17590442,17590450,Active,2016-2025; 2010,ENG,Journal,,,,,,
21100844181,International Journal of Tourism Cities,20565607,20565615,Active,2026; 2015-2024,ENG,Journal,,,,,,
11800154315,International Journal of Tourism Management,01432516,,Inactive,1980-1981,,Journal,Continued as,Tourism Management,,,,
19700173309,International Journal of Tourism Policy,17504090,17504104,Active,2007-2026,ENG,Journal,,,,,,
12300154722,International Journal of Tourism Research,10992340,15221970,Active,2008-2026,ENG,Journal,,,,,,
21100205709,International Journal of Toxicological and Pharmacological Research,,09755160,Inactive,2011-2016,ENG,Journal,,,,,,
25111,International Journal of Toxicology,10915818,1092874X,Active,1982-2026,ENG,Journal,Formerly known as,Journal of the American College of Toxicology,,,,
21100396322,International Journal of Trade and Global Markets,17427541,1742755X,Active,2014-2026,ENG,Journal,,,,,,
13000154734,International Journal of Training and Development,13603736,14682419,Active,1997-2026,ENG,Journal,,,,,,
21100223321,International Journal of Training Research,14480220,,Active,2012-2026,ENG,Journal,,,,,,
21101021641,International Journal of Transgender Health,26895269,26895277,Active,2020-2026,ENG,Journal,Formerly known as,International Journal of Transgenderism,,,,
14912,International Journal of Transgenderism,15532739,14344599,Inactive,2005-2019; 1997-2002,ENG,Journal,Continued as,International Journal of Transgender Health,,,,
17600155423,International Journal of Transitional Justice,17527716,17527724,Active,2011-2026,ENG,Journal,,,,,,
21101272839,International Journal of Translational Medicine,,26738937,Active,2021-2026,ENG,Journal,,,,,,
21100200606,International Journal of Transpersonal Studies,13210122,19423241,Active,2011-2025,ENG,Journal,,,,,,
21100922651,International Journal of Transport Development and Integration,20588305,20588313,Active,2017-2026,ENG,Journal,,,,,,
31912,International Journal of Transport Economics,03035247,17242185,Active,1989-2026; 1987; 1979-1981,ENG,Journal,,,,,,
18864,International Journal of Transport Management,14714051,,Inactive,2002-2004,ENG,Journal,,,,,,
21100934655,International Journal of Transportation Science and Technology,20460430,20460449,Active,2012-2026,ENG,Journal,,,,,,
33557,International Journal of Trauma Nursing,10754210,,Inactive,1995-2002,ENG,Journal,Continued as,Disaster Management and Response,,,,
21100202511,International Journal of Trichology,09747753,09749241,Active,2009-2025,ENG,Journal,,,,,,
21101270816,International Journal of Tropical Drylands,,27756130,Active,2021-2026,ENG,Journal,,,,,,
1100147101,International Journal of Tropical Insect Science,17427584,17427592,Active,2004-2026; 1998; 1995; 1991-1993; 1989; 1986; 1981,ENG,Journal,Formerly known as,Insect Science and its Application,,,,
19700175161,International Journal of Tropical Medicine,18163319,1818779X,Inactive,2009-2016,ENG,Journal,,,,,,
21100199827,International Journal of Tryptophan Research,,11786469,Active,2008-2026,ENG,Journal,,,,,,
18502,International Journal of Tuberculosis and Lung Disease,10273719,18157920,Active,1997-2026,ENG,Journal,,,,,,
29142,International Journal of Turbo and Jet Engines,03340082,21910332,Active,1985-2026,ENG,Journal,,,,,,
21100943564,"International Journal of Turbomachinery, Propulsion and Power",,2504186X,Active,2016-2026,ENG,Journal,,,,,,
19900193668,International Journal of Ultra Wideband Communications and Systems,1758728X,17587298,Inactive,2018-2022; 2014-2016; 2009-2012,ENG,Journal,,,,,,
19700188316,International Journal of Ultrasound and Applied Technologies in Perioperative Care,09760423,09762302,Inactive,2010,ENG,Journal,,,,,,
24326,"International Journal of Uncertainty, Fuzziness and Knowledge-Based Systems",02184885,17936411,Active,1996-2026,ENG,Journal,,,,,,
19700173244,International Journal of Unconventional Computing,15487199,15487202,Active,2008-2026,ENG,Journal,,,,,,
13892,International Journal of Urban and Regional Research,03091317,14682427,Active,1977-2026,ENG,Journal,,,,,,
21100229269,International Journal of Urban Sciences,12265934,21616779,Active,1998-2026,ENG,Journal,,,,,,
21100208039,International Journal of Urban Sustainable Development,19463138,19463146,Active,2010-2026,ENG,Journal,,,,,,
14500154714,International Journal of Urological Nursing,17497701,1749771X,Active,2008-2026,ENG,Journal,,,,,,
19935,International Journal of Urology,09198172,14422042,Active,1994-2026,ENG,Journal,,,,,,
6100152807,International Journal of Value Chain Management,17415357,17415365,Active,2016-2026; 2006-2014,ENG,Journal,,,,,,
5700154836,International Journal of Value-Based Management,15728528,08958815,Inactive,2002; 1998-1999; 1988-1996,,Journal,Incorporated into,Journal of Business Ethics,,,,
21100215168,International Journal of Vascular Medicine,20902824,20902832,Active,2010-2026,ENG,Journal,,,,,,
11400153337,International Journal of Vegetable Science,19315260,19315279,Active,2007-2026,ENG,Journal,Formerly known as,Journal of Vegetable Science,,,,
18868,International Journal of Vehicle Autonomous Systems,14710226,17415306,Active,2023-2026; 2002-2021,ENG,Journal,,,,,,
18869,International Journal of Vehicle Design,01433369,,Active,1979-2025,ENG,Journal,,,,,,
18700156728,International Journal of Vehicle Information and Communication Systems,14710242,17418208,Active,2017-2026; 2013; 2011; 2008-2009; 2005,ENG,Journal,,,,,,
7500153107,International Journal of Vehicle Noise and Vibration,14791471,1479148X,Active,2004-2025,ENG,Journal,,,,,,
21100872775,International Journal of Vehicle Performance,17453194,17453208,Active,2013-2026,ENG,Journal,,,,,,
5800179617,International Journal of Vehicle Safety,14793105,14793113,Active,2023-2024; 2005-2021,ENG,Journal,,,,,,
21100197978,International Journal of Vehicle Structures and Systems,09753060,09753540,Active,2009-2026,ENG,Journal,,,,,,
5800179615,International Journal of Vehicle Systems Modelling and Testing,17456436,17456444,Active,2005-2026,ENG,Journal,,,,,,
19900193948,International Journal of Vehicular Technology,16875702,16875710,Inactive,2011-2017,ENG,Journal,,,,,,
4000149403,International Journal of Ventilation,14733315,20444044,Active,2005-2026,ENG,Journal,,,,,,
21100820608,International Journal of Veterinary Science,23043075,23054360,Active,2017-2026,ENG,Journal,,,,,,
21100976837,International Journal of Veterinary Science and Medicine,23144580,23144599,Active,2013-2026,ENG,Journal,,,,,,
4700153606,International Journal of Virology,18164900,,Inactive,2020-2021; 2014-2018; 2006-2012,ENG,Journal,,,,,,
21100200659,International Journal of Virtual and Personal Learning Environments,19478518,19478526,Active,2010-2026,ENG,Journal,,,,,,
21100258804,International Journal of Visual Design,23251581,2325159X,Active,2013-2025,ENG,Journal,,,,,,
144784,International Journal of Water,14656620,17415322,Active,2007-2026; 2000-2005,ENG,Journal,,,,,,
17479,International Journal of Water Resources Development,07900627,13600648,Active,1987-2026; 1983-1984,,Journal,,,,,,
4000149107,"International Journal of Wavelets, Multiresolution and Information Processing",02196913,1793690X,Active,2006-2026,ENG,Journal,,,,,,
6700153282,International Journal of Web and Grid Services,17411106,17411114,Active,2005-2026,ENG,Journal,,,,,,
19700186821,International Journal of Web Based Communities,14778394,17418216,Active,2004-2025,ENG,Journal,,,,,,
15657,International Journal of Web Engineering and Technology,14761289,17419212,Active,2003-2026,ENG,Journal,,,,,,
21100200660,International Journal of Web Information Systems,17440084,17440092,Active,2005-2026,ENG,Journal,,,,,,
19700186854,International Journal of Web Portals,19380194,19380208,Active,2025; 2009-2022,ENG,Journal,,,,,,
16947,International Journal of Web Services Research,15457362,15465004,Active,2004-2026,ENG,Journal,,,,,,
19400157202,International Journal of Web-Based Learning and Teaching Technologies,15481093,15481107,Active,2006-2026,ENG,Journal,,,,,,
21101020142,International Journal of Wellbeing,,11798602,Active,2019-2026,ENG,Journal,,,,,,
28866,International Journal of Wildland Fire,10498001,14485516,Active,1991-2026,ENG,Journal,,,,,,
21100299414,International Journal of Wine Business Research,17511062,17511070,Active,2007-2026,ENG,Journal,,,,,,
21100201525,International Journal of Wine Research,,11791403,Inactive,2009-2020,ENG,Journal,,,,,,
21101441768,International Journal of Wireless and Microwave Technologies,20761449,20769539,Active,2022-2026,ENG,Journal,,,,,,
12100154817,International Journal of Wireless and Mobile Computing,17411084,17411092,Active,2005-2026,ENG,Journal,,,,,,
19515,International Journal of Wireless Information Networks,10689605,15728129,Active,2026; 1994-2024,ENG,Journal,,,,,,
21100403251,International Journal of Women's Dermatology,,23526475,Active,2015-2026,ENG,Journal,,,,,,
19700175053,International Journal of Women's Health,,11791411,Active,2009-2026,ENG,Journal,,,,,,
21100461902,International Journal of Women's Health and Reproduction Sciences,,23304456,Active,2013-2026,ENG,Journal,,,,,,
21101242021,International Journal of Wood Culture,27723186,27723194,Active,2024-2026,ENG,Journal,,,,,,
21100220476,International Journal of Work Innovation,20439032,20439040,Active,2022-2026; 2020; 2015-2017; 2012,ENG,Journal,,,,,,
4700153003,International Journal of Work Organisation and Emotion,17408938,17408946,Active,2005-2026,ENG,Journal,,,,,,
21100863126,International Journal of Work-Integrated Learning,25381032,,Active,2018-2025,ENG,Journal,Formerly known as,Asia-Pacific Journal of Cooperative Education,,,,
17800156772,International Journal of Workplace Health Management,17538351,1753836X,Active,2008-2026,ENG,Journal,,,,,,
21100200404,International Journal of Yoga Therapy,15312054,21685835,Active,2011-2026,ENG,Journal,,,,,,
4700152479,International Journal of Zoological Research,18119778,18119786,Inactive,2006-2018,ENG,Journal,,,,,,
21100197918,International Journal of Zoology,16878477,16878485,Active,2009-2026,ENG,Journal,,,,,,
21100463068,"International Journal on Advanced Science, Engineering and Information Technology",20885334,24606952,Active,2015-2026,ENG,Journal,,,,,,
21100246541,International Journal on Advances in Life Sciences,,19422660,Inactive,2013-2016; 2010,ENG,Journal,,,,,,
19130,International Journal on Algae,15219429,,Active,2004-2026,ENG,Journal,,,,,,
4700152645,International Journal on Artificial Intelligence Tools,02182130,17936349,Active,2005-2026; 1999-2000; 1995,ENG,Journal,,,,,,
21101163444,"International Journal on Child Maltreatment: Research, Policy and Practice",25245236,25245244,Active,2018-2026,ENG,Journal,,,,,,
21100331506,International Journal on Communications Antenna and Propagation,20395086,25332929,Active,2011-2026,ENG,Journal,,,,,,
21101061459,International Journal on Consumer Law and Practice,23472731,,Active,2019-2025,ENG,Journal,,,,,,
21101284807,"International Journal on Culture, History, and Religion",,30281318,Inactive,2023-2025; 2021,ENG,Journal,,,,,,
145200,International Journal on Digital Libraries,14325012,14321300,Active,2012-2026; 2004-2010; 2000; 1997-1998,ENG,Journal,,,,,,
5300152517,International Journal on Disability and Human Development,21911231,21910367,Active,2005-2025; 1999-2003,ENG,Journal,Formerly known as,Journal of Endocrine Genetics,,,,
130138,International Journal on Document Analysis and Recognition,14332833,14332825,Active,1998-2026,ENG,Journal,,,,,,
21100865401,"International Journal on E-Learning: Corporate, Government, Healthcare, and Higher Education",15372456,19435932,Active,2010-2025; 2007; 2002,ENG,Journal,,,,,,
21100198706,International Journal on Electrical Engineering and Informatics,20856830,20875886,Active,2009-2026,ENG,Journal,,,,,,
21100901133,International Journal on Emerging Technologies,09758364,22493255,Inactive,2018-2020,ENG,Journal,,,,,,
21100830716,International Journal on Energy Conversion,22815295,25332910,Active,2017-2026,ENG,Journal,,,,,,
21100900134,International Journal on Engineering Applications,22812881,25332295,Active,2018-2026,ENG,Journal,,,,,,
21100456788,International Journal on Food System Dynamics,,18696945,Active,2010-2026,ENG,Journal,,,,,,
31909,International Journal on Group Rights,09275908,,Inactive,1996; 1993,,Journal,Continued as,International Journal on Minority and Group Rights,,,,
29339,International Journal on Hydropower and Dams,13522523,,Inactive,2015; 1995-2013,ENG,Journal,,,,,,
21101033322,International Journal on Informatics Visualization,,25499904,Active,2017-2026,ENG,Journal,,,,,,
12000154536,International Journal on Interactive Design and Manufacturing,19552513,19552505,Active,2007-2026,ENG,Journal,,,,,,
21100933833,International Journal on Magnetic Particle Imaging,,23659033,Active,2019-2026,ENG,Journal,,,,,,
25272,International Journal on Minority and Group Rights,13854879,15718115,Active,1999-2026; 1993-1997,ENG,Journal,Formerly known as,International Journal on Group Rights,,,,
37694,International Journal on Policy and Information,02511266,,Inactive,1980-1988,,Journal,Continued as,International Journal of Information and Management Sciences,,,,
21101089961,International Journal on Recent and Innovation Trends in Computing and Communication,,23218169,Inactive,2021-2023,ENG,Journal,,,,,,
4900153220,International Journal on Semantic Web and Information Systems,15526283,15526291,Active,2005-2026,ENG,Journal,,,,,,
19700187611,International Journal on Smart Sensing and Intelligent Systems,,11785608,Active,2010-2026; 2008,ENG,Journal,,,,,,
19271,International Journal on Software Tools for Technology Transfer,14332779,14332787,Active,1997-2026,ENG,Journal,,,,,,
21101133328,International Journal on Stereo and Immersive Media,,21841241,Active,2025; 2019-2023,ENG; POR,Journal,,,,,,
21100913338,International Journal on Technical and Physical Problems of Engineering,,20773528,Inactive,2019-2025,ENG,Journal,,,,,,
12000154321,International Journals of e-Collaboration,15483673,15483681,Active,2005-2026,ENG,Journal,,,,,,
20203,International Labor and Working-Class History,01475479,14716445,Active,1976-2026,ENG,Journal,,,,,,
21101180712,International Labour Law Reports,01686526,,Inactive,2010-2022; 2007-2008; 2002-2005; 1999; 1997; 1992-1995; 1979,ENG,Book Series,,,,,,
20213,International Labour Review,00207780,1564913X,Active,1973-2026; 1945-1948,ENG,Journal,,,,,,
21100461442,International Law and Development,18736602,,Inactive,2006-2007,,Book Series,,,,,,
21101267551,International Law Discourse in Southeast Asia,28300297,28299655,Active,2022-2025,ENG,Journal,,,,,,
21100405709,International Law in Japanese Perspective,09297111,,Inactive,2009,ENG,Book Series,,,,,,
26816,International Lawyer,00207810,21696578,Inactive,2022; 2017-2020; 1977-1978,ENG,Journal,,,,,,
21101416552,International Library of Bioethics,26629186,26629194,Active,2020-2026,ENG,Book Series,,,,,,
21101038814,"International Library of Environmental, Agricultural and Food Ethics",15703010,22151737,Active,2023-2026; 2011-2021; 2006-2008,ENG,Book Series,,,,,,
21101032635,"International Library of Ethics, Law and Technology",18750044,18750036,Active,2026; 2022-2024; 2019-2020; 2014-2017; 2008-2012,ENG,Book Series,,,,,,
82961,International Library Review,00207837,,Inactive,1969-1991,ENG,Journal,Continued as,International Information and Library Review,,,,
21100462001,International Litigation,22106030,22106049,Inactive,2010,ENG,Book Series,,,,,,
21100425902,International Litigation in Practice,18740502,,Active,2024; 2021-2022; 2011-2015; 2007,ENG,Book Series,,,,,,
21101038736,International Marine Energy Journal,,26315548,Active,2018-2026,ENG,Journal,,,,,,
22385,International Maritime Health,16419251,20813252,Active,1999-2026,ENG,Journal,Formerly known as,Bulletin of the Institute of Maritime and Tropical Medicine in Gdynia,,,,
70991,International Maritime Technology,14750414,,Inactive,1996-2001; 1986; 1970-1984,,Journal,Continued as,"Proceedings of the Institute of Marine Engineering, Science and Technology Part A: Journal of Marine Engineering and Technology",,,,
22839,International Marketing Review,02651335,17586763,Active,1983-2026,ENG,Journal,,,,,,
21119,International Materials Reviews,09506608,17432804,Active,1987-2026,ENG,Journal,Formerly known as,International Metals Reviews,,,,
23261,International Mathematics Research Notices,10737928,16870247,Active,1991-2026,ENG,Journal,,,,,,
4000149608,International Mathematics Research Papers,16873017,16873009,Inactive,2008; 2005-2006,ENG,Journal,,,,,,
5300152537,International Mathematics Research Surveys,16871308,16871324,Inactive,2008; 2006; 2003,ENG,Journal,,,,,,
19700175041,International Medical Case Reports Journal,,1179142X,Active,2010-2026,ENG,Journal,,,,,,
21101307588,International Medical Education,,2813141X,Active,2022-2026,ENG,Journal,,,,,,
14770,International Medical Journal,13412051,24363294,Inactive,1996-2022,ENG,Journal,,,,,,
19900195005,International Medical Journal Malaysia,,18234631,Inactive,2011-2019,ENG,Journal,Continued as,IIUM Medical Journal Malaysia,,,,
96071,International Metallurgical Reviews,03679020,,Inactive,1972-1975,ENG,Journal,Continued as,Metallurgical Reviews,International Metals Reviews,,,
34900,International Metals Reviews,03084590,,Inactive,1976-1986,ENG,Journal,Continued as,International Metallurgical Reviews,International Materials Reviews,,,
19762,International Microbiology,11396709,16181905,Active,1998-2026,ENG,Journal,Formerly known as,Microbiologia SEM,,,,
26855,International Migration,00207985,14682435,Active,1961-2026,ENG,Journal,,,,,,
26857,International Migration Review,01979183,17477379,Active,1971-2026,ENG; FRE; POR; SPA,Journal,,,,,,
58230,International Mining and Minerals,14614715,,Inactive,1998-2002,,Journal,Incorporated into,Mining Technology,Materials World,,,
16187,International MS Journal,13528963,14693410,Inactive,1997-2011,ENG,Journal,,,,,,
14000155855,International Multilingual Research Journal,19313152,19313160,Active,2010-2026,ENG,Journal,,,,,,
21100201994,International Musculoskeletal Medicine,17536146,17536154,Inactive,2011-2016,ENG,Journal,,,,,,
21100854242,International Nano Letters,20089295,22285326,Active,2019-2025; 2016; 2014; 2012,ENG,Journal,,,,,,
5700163096,International Negotiation,1382340X,15718069,Active,2007-2026; 2002; 1999,ENG,Journal,,,,,,
21101212706,International Neurological Journal (Ukraine),22240713,23071419,Inactive,2020-2025,ENG; UKR,Journal,,,,,,
21100199786,International Neurourology Journal,20934777,20936931,Active,2010-2026,ENG,Journal,,,,,,
82641,International Nonwovens Journal,15272494,,Inactive,2000; 1994-1995,ENG,Journal,,,,,,
5100153403,International Nursing Perspectives,15926478,,Inactive,2006-2010,ENG; ITA,Journal,,,,,,
28142,International Nursing Review,00208132,14667657,Active,1960-2026,ENG,Journal,,,,,,
21101085284,International Ocean Discovery Program: Preliminary Reports,,23729562,Active,2015-2025,ENG,Journal,Formerly known as,Integrated Ocean Drilling Program: Preliminary Reports,,,,
74575,International Ocean Systems,14710188,,Inactive,2000-2020,ENG,Trade Journal,Formerly known as,International Ocean Systems Design,,,,
75868,International Ocean Systems Design,14604892,,Inactive,1997-1998,,Journal,Continued as,INTERNATIONAL UNDERWATER SYSTEMS DESIGN,International Ocean Systems,,,
21101416539,International Online Journal of Education and Teaching,,2148225X,Active,2022-2026,ENG,Journal,,,,,,
13942,International Ophthalmology,01655701,15732630,Active,2007-2026; 2004-2005; 2001; 1978-1999,ENG,Journal,,,,,,
13943,International Ophthalmology Clinics,00208167,15369617,Active,1961-2026,ENG,Journal,,,,,,
21100820733,International Organisations Research Journal,19967845,25422081,Active,2015-2026,ENG; RUS,Journal,,,,,,
39139,International Organization,00208183,15315088,Active,1947-2026,ENG,Journal,,,,,,
7700153101,International Organizations Law Review,15723739,15723747,Active,2004-2026,ENG,Journal,,,,,,
4000148702,International Orthodontics,17617227,,Active,2004-2026,ENG; FRE,Journal,,,,,,
29817,International Orthopaedics,03412695,14325195,Active,1977-2026,ENG,Journal,,,,,,
15749,International Paper Board Industry,00208191,,Inactive,1998-2019,ENG,Trade Journal,,,,,,
14727,International Paperworld IPW,16151720,,Inactive,2003-2021,ENG; GER,Trade Journal,Formerly known as,Internationale Papierwirtschaft IPW,,,,
5700163255,International Peacekeeping,13533312,1743906X,Active,2001-2026; 1994-1999,,Journal,,,,,,
21627,International Pediatrics,08856265,,Inactive,1987-2009,ENG,Journal,,,,,,
21100824968,"International Perspectives in Psychology: Research, Practice, Consultation",21573883,21573891,Active,2017-2026; 2011,ENG,Journal,,,,,,
21101353792,International Perspectives on Aging,21975841,2197585X,Active,2012-2026,ENG,Book Series,,,,,,
19700180778,International Perspectives on Child and Adolescent Mental Health,18745911,,Inactive,2002; 2000,ENG,Book Series,,,,,,
21100981041,International Perspectives on Early Childhood Education and Development,24688746,24688754,Active,2016-2026,ENG,Book Series,,,,,,
4100151515,International Perspectives on Education and Society,14793679,29772311,Active,2022-2026; 2005-2020; 2002,ENG,Book Series,,,,,,
21101122723,International Perspectives on Geographical Education,23672773,23672781,Active,2025; 2020-2022; 2017-2018,ENG,Book Series,,,,,,
4000152108,International Perspectives on Higher Education Research,14793628,18755143,Active,2025-2026; 2021; 2010-2014; 2005-2006; 2003; 2000,ENG,Book Series,,,,,,
8300153114,International Perspectives on Inclusive Education,14793636,29772303,Active,2019-2026; 2014-2017; 2012; 2001,ENG,Book Series,,,,,,
18300156732,International Perspectives on Sexual and Reproductive Health,19440391,19440405,Inactive,2009-2020,ENG,Journal,Formerly known as,International Family Planning Perspectives,,,,
21101039401,International Perspectives on the Teaching and Learning of Mathematical Modelling,22114920,22114939,Active,2023-2025; 2020-2021; 2017; 2015; 2013; 2011,ENG,Book Series,,,,,,
20433,International Pest Control,00208256,17516919,Inactive,2002-2020; 1994-1995; 1988; 1982-1983; 1977; 1974,ENG,Trade Journal,,,,,,
39229,International Pharmacopsychiatry,00208272,,Inactive,1971-1982,,Journal,Incorporated into,Neuropsychobiology,,,,
22457,International Pharmacy Journal,10100423,,Inactive,1987-1999,ENG; FRE,Journal,Formerly known as,Pharmacy International,,,,
17100154719,International Philosophical Quarterly,00190365,,Active,2002-2025; 1992; 1988; 1985; 1974,ENG,Journal,,,,,,
13893,International Planning Studies,13563475,14699265,Active,1996-2026,ENG,Journal,,,,,,
25378,International Plant Propagators' Society. Combined Proceedings of Annual Meetings,05389143,,Inactive,2000-2002,ENG,Journal,,,,,,
21101283132,International Political Anthropology,19747268,22839887,Active,2021-2025,ENG,Journal,,,,,,
21101023167,International Political Economy Series,26622483,26622491,Active,2019-2026; 2014-2017,ENG,Book Series,,,,,,
21100783636,International Political Science Abstracts,00208345,17519292,Active,2022-2026; 2018; 2007,ENG,Journal,,,,,,
25833,International Political Science Review,01925121,1460373X,Active,1980-2026,ENG,Journal,,,,,,
5600155551,International Political Sociology,17495679,17495687,Active,2008-2026,ENG,Journal,,,,,,
21101037117,International Political Theory,26626039,26626047,Active,2019-2026,ENG,Book Series,,,,,,
25834,International Politics,13845748,17403898,Active,1996-2026,ENG,Journal,Formerly known as,Coexistence,,,,
13655,International Polymer Processing,0930777X,21958602,Active,1996-2026; 1993-1994; 1987-1990,ENG,Journal,,,,,,
13659,International Polymer Science and Technology,0307174X,14782405,Inactive,2023; 2011-2018; 1974-1989,ENG,Journal,,,,,,
21100461995,International Prisoner Transfer,22106073,22106081,Inactive,2010,ENG,Book Series,,,,,,
16200,International Psychogeriatrics,10416102,1741203X,Active,1989-2026,ENG,Journal,,,,,,
21100854213,International Public Health Journal,19474989,23741023,Inactive,2014-2016,ENG,Journal,,,,,,
21101026923,International Public History,,25671111,Active,2018-2026,ENG,Journal,,,,,,
15806,International Public Management Journal,10967494,15593169,Active,1998-2026,ENG,Journal,,,,,,
21101151824,International Quarterly for Asian Studies,2566686X,25666878,Active,2019-2025,ENG,Journal,,,,,,
21467,International Quarterly of Community Health Education,0272684X,15413519,Inactive,2002-2021; 1998-2000; 1996; 1992; 1988; 1985; 1983; 1980-1981,ENG,Journal,Continued as,Community Health Equity Research and Policy,,,,
21101026989,International Real Estate Review,21548919,,Active,1998-2025,ENG,Journal,,,,,,
19700174000,International record of medicine,00960632,,Inactive,1959-1961,,Journal,Formerly known as,International record of medicine and general practice clinics,,,,
19400157851,International record of medicine and general practice clinics,00971650,,Inactive,2014; 1951-1959,,Journal,Continued as,Quarterly review of medicine,Pan American medical woman's journal,General practice clinics,"Medical record (Reading, Pa.)",
21101196750,International Refugee Law Series,22133836,,Active,2026; 2014-2022,ENG,Book Series,,,,,,
34002,International Regional Science Review,01600176,15526925,Active,1986-2026; 1975-1984,ENG,Journal,,,,,,
5700164218,International Relations,00471178,17412862,Active,1975-2026; 1967-1972; 1957-1965,ENG,Journal,,,,,,
145601,International Relations of the Asia-Pacific,1470482X,14704838,Active,2001-2026,ENG,Journal,,,,,,
19700170139,International Research in Children's Literature,17556198,17556201,Active,2008-2026,ENG,Journal,,,,,,
29238,International Research in Geographical and Environmental Education,10382046,17477611,Active,1992-2026,ENG,Journal,,,,,,
4700151724,International Research in the Business Disciplines,10747877,,Inactive,2006; 2002-2003,ENG,Book Series,,,,,,
17700156323,International Research Journal of Finance and Economics,14502887,,Inactive,2009-2012,ENG,Journal,,,,,,
21101184716,International Research Journal of Multidisciplinary Scope,,2582631X,Active,2020-2026,ENG,Journal,,,,,,
21101169872,International Research Journal of Multidisciplinary Technovation,,25821040,Active,2019-2026,ENG,Journal,,,,,,
21100456855,International Review for Spatial Planning and Sustainable Development,,21873666,Active,2013-2026,ENG,Journal,,,,,,
147231,International Review for the Sociology of Sport,10126902,14617218,Active,2004-2026; 1966-2002,ENG,Journal,,,,,,
15807,International Review of Administrative Sciences,00208523,14617226,Active,1957-2026,ENG,Journal,,,,,,
21100331504,International Review of Aerospace Engineering,19737459,25332279,Active,2014-2026,ENG,Journal,,,,,,
5900153391,International Review of African American Art,10450920,,Inactive,2015-2020; 2009-2013,ENG,Journal,,,,,,
21249,International Review of Allergology and Clinical Immunology,12329142,,Inactive,1996-2013,ENG,Journal,Continued as,International Review of Allergology and Clinical Immunology in Family Medicine,,,,
21100967248,International Review of Allergology and Clinical Immunology in Family Medicine,,23007877,Inactive,2014-2019,ENG,Journal,Continued as,International Review of Allergology and Clinical Immunology,International Review of Medical Practice,,,
23720,International Review of Applied Economics,02692171,14653486,Active,1987-2026,ENG,Journal,,,,,,
21100842159,International Review of Applied Sciences and Engineering,20620810,20634269,Active,2017-2026,ENG,Journal,,,,,,
21100228305,International Review of Automatic Control,19746059,25332260,Active,2012-2026; 2010,ENG,Journal,,,,,,
12100154407,International Review of Cell and Molecular Biology,19376448,,Active,2008-2026,ENG,Book Series,Formerly known as,International Review of Cytology,,,,
21100468670,International Review of Civil Engineering,20369913,2533168X,Active,2015-2026,ENG,Journal,,,,,,
18554,International Review of Cytology,00747696,,Inactive,1952-2008,ENG,Book Series,Continued as,International Review of Cell and Molecular Biology,,,,
11500153504,International Review of Economics,18651704,18634613,Active,2008-2026,ENG,Journal,,,,,,
22707,International Review of Economics and Finance,10590560,,Active,1992-2026,ENG,Journal,,,,,,
21100255539,International Review of Economics Education,14773880,,Active,2013-2026; 2003-2011,ENG,Journal,,,,,,
12695,International Review of Education,00208566,15730638,Active,1955-2026,ENG,Journal,,,,,,
17700154922,International Review of Electrical Engineering,18276660,25332244,Active,2008-2026,ENG,Journal,,,,,,
6500153243,International Review of Environmental and Resource Economics,19321465,19321473,Active,2007-2025,ENG,Journal,,,,,,
21101049617,International Review of Environmental History,22053204,22053212,Active,2019-2025,ENG,Journal,,,,,,
14781,International Review of Experimental Pathology,00747718,,Inactive,1996; 1990-1994; 1988; 1982-1986; 1968-1980; 1962-1966,ENG,Journal,,,,,,
19900192135,International Review of Finance,1369412X,14682443,Active,2011-2026; 2009; 2002-2003,ENG,Journal,,,,,,
17385,International Review of Financial Analysis,10575219,,Active,1992-2026,ENG,Journal,,,,,,
29517,International Review of Hydrobiology,14342944,15222632,Active,1998-2026,ENG,Journal,Formerly known as,Internationale Revue der Gesamten Hydrobiologie,,,,
15662,International Review of Law and Economics,01448188,,Active,1981-2026,ENG,Journal,,,,,,
18100156704,"International Review of Law, Computers and Technology",13600869,13646885,Active,2009-2026; 1991-1995; 1989; 1986-1987; 1984,ENG,Journal,,,,,,
21100408192,International Review of Management and Marketing,,21464405,Active,2024-2026; 2015-2016,ENG,Journal,,,,,,
19500156811,International Review of Mechanical Engineering,19708734,25325655,Active,2009-2026,ENG,Journal,,,,,,
21101017542,International Review of Medical Practice,,2657697X,Inactive,2019-2020,ENG,Journal,Formerly known as,International Review of Allergology and Clinical Immunology in Family Medicine,,,,
21100202141,International Review of Mission,00208582,17586631,Active,1944-2025; 1941-1942; 1937-1939; 1931-1935; 1912-1929,ENG,Journal,,,,,,
21100943317,International Review of Modern Sociology,09732047,,Inactive,2019-2020,ENG,Journal,,,,,,
21101425984,International Review of Movement Disorders,26667886,26667878,Active,2021-2026,ENG,Book Series,,,,,,
